,prompt,source,index,precision,reciprocal_rank,caption_id
2008,light brown cocker spaniel dog howling in street,mscoco,4559,0.1,1.0,358112
2009,A giraffe that is leaning its head over a fence.,mscoco,4036,0.9,1.0,749207
2010,A side view of a train passing through a mountain trail.,mscoco,5102,0.8,1.0,485290
2011,a gray clay dog with a green collar ,mscoco,4070,0.1,1.0,628779
2012,A row of five urinals in a bathroom,mscoco,673,0.3,1.0,411537
2013,A woman in white dress playing a game of tennis.,mscoco,2038,0.5,0.5,416479
2014,Two woman in a kitchen with a dog on the floor.,mscoco,3417,0.0,0.02564102564102564,173769
2015,An airplane's luggage door is opened for unloading.,mscoco,3292,0.1,1.0,720041
2016,A white vase of flowers sits on a wood shelf.,mscoco,417,0.3,1.0,34647
2017,View of a hotel room with a bathroom and bedroom. ,mscoco,1398,0.1,0.2,478071
2018,A green truck traveling down a road with a wooden flatbed.,mscoco,5644,0.0,0.09090909090909091,47977
2019,A cardboard box containing an electric blender and accessories.,mscoco,4135,0.0,0.014084507042253521,751281
2020,A beach area with people on the sand and various kites flying overhead in the sky.,mscoco,4944,0.3,1.0,319004
2021,a boy wearing a red baseball hat is swinging a bat,mscoco,186,0.0,0.08333333333333333,205003
2022,Two giraffes are in the enclosure surrounded by a group of people.,mscoco,4212,0.1,0.2,330987
2023,A dog lying on a couch under a white blanket,mscoco,2717,0.1,0.25,771788
2024,Jentacular.,drawbench,135,0.0,0.007874015748031496,135
2025,A baseball player swings his bat after a hit.,mscoco,5771,0.5,0.2,41886
2026,Person in kitchen basting item being cooked in oven.,mscoco,3854,0.5,1.0,661876
2027,A group of young children riding skateboards in a building.,mscoco,5044,0.1,1.0,108762
2028,"A dinner plate features a fried egg, potatoes and broccoli with sauce.",mscoco,33,0.1,0.5,73217
2029,"Lovely , clean dark set kitchen displayn newly remodeled.",mscoco,5836,0.1,0.5,49374
2030,A train passing on bridge over a busy city street.,mscoco,3743,0.1,0.1,309316
2031,"Closeup of two street signs that read ""Airport Pkwy"" and ""Karmill Ave.""",mscoco,5732,0.1,1.0,209091
2032,Two sheep graze in a meadow above a village.,mscoco,2830,0.5,0.5,690377
2033,A black and red double decker bus on street next to a building.,mscoco,735,0.1,0.125,389242
2034,Two airplanes flying in sky with tree and traffic light in foreground.,mscoco,1234,0.1,0.5,311048
2035,A red fire hydrant in front of a window with large windows.,mscoco,3950,0.2,0.125,224950
2036,A man and a woman playing a game on the Nintendo Wii.,mscoco,293,0.8,1.0,380296
2037,Several people lying on surfboards listening to an instructor on the beach.,mscoco,282,0.1,0.25,612497
2038,A woman is skiing down a hill with flags.,mscoco,1868,0.1,0.14285714285714285,183172
2039,A kitchen counter is cluttered with items around the partially full kitchen sink.,mscoco,2730,0.7,1.0,643750
2040,A multi-colored stuffed animal on a chair with two mini heads,mscoco,5041,0.0,0.08333333333333333,166616
2041,A brown and white dog is holding a yellow Frisbee.,mscoco,353,0.0,0.09090909090909091,528758
2042,a couple of elephants are standing near some people,mscoco,1256,0.1,0.2,577386
2043,The batter stands at the plate ready to swing while the catcher and umpire look on.,mscoco,1155,0.5,1.0,36972
2044,Two people pose for a photo while holding pizza,mscoco,863,0.4,1.0,19565
2045,A large clock mounted to the side of a clock tower.,mscoco,1648,0.3,1.0,719772
2046,A train station with a high speed train on the tracks.,mscoco,1299,0.0,0.029411764705882353,575516
2047,The man wearing a cap jumps high on a skateboard.,mscoco,1593,0.2,0.16666666666666666,596155
2048,A couple hold their cellphones while taking selfies.,mscoco,5846,0.1,0.3333333333333333,540893
2049,Two men in suits are talking in front of a TV.,mscoco,877,0.1,0.5,808066
2050,A children's toy train rides along a set of tracks.,mscoco,3819,0.9,1.0,360116
2051,Lone elephant walking on dirt path near bushy area.,mscoco,2749,0.8,1.0,684588
2052,A group of police motorcycles lined up in a row.  ,mscoco,2145,0.2,0.16666666666666666,35756
2053,A large brown cow walking across a sandy beach.,mscoco,4808,0.3,0.5,696207
2054,A large elephant with long tusks in dense vegetation.,mscoco,5505,0.5,1.0,648967
2055,A colorful passenger bus stopped with the door open.,mscoco,1557,0.2,0.5,510199
2056,a house cat playing with a ripe banana,mscoco,3005,0.3,1.0,306979
2057,two zebras some dirt bushes plants rocks and trees,mscoco,2763,0.0,0.030303030303030304,787483
2058,A yellow and gray train parked at a train station.,mscoco,387,0.1,0.25,120508
2059,This is an image of a United airplane at the airport.,mscoco,4179,0.4,0.5,113005
2060,Two zebras standing next to each other in dried grass,mscoco,931,0.5,0.5,126237
2061,A Wii controller facing a TV with a video game on the channel.,mscoco,3747,0.3,1.0,269712
2062,A birthday cake with a Thomas the train topping ,mscoco,2039,0.7,1.0,69376
2063,People are surfing in the ocean at a beach.,mscoco,1900,0.5,1.0,317491
2064,A variety of people ride on a hill with snow.,mscoco,4325,0.3,0.3333333333333333,430224
2065,A woman holding several frisbees while a dog catches a frisbee in its mouth.,mscoco,5114,0.0,0.029411764705882353,205465
2066,A double decker bus parked on the street.,mscoco,465,0.6,0.3333333333333333,533550
2067,a close up of a cat on a wooden bench,mscoco,1213,0.7,1.0,98631
2068,Black umbrella laying upside down on ground next to water.,mscoco,762,0.1,1.0,46653
2069,Woman with blue hair taking self photo using cell phone.,mscoco,5293,0.2,1.0,680187
2070,A baby girl standing in front of a computer keyboard.,mscoco,634,0.3,1.0,305560
2071,A poster advertising a cellphone using a male model.,mscoco,2384,0.0,0.027777777777777776,112723
2072,A double decker bus is shown driving through the street.,mscoco,5725,0.4,1.0,672894
2073,A white horse stands on a grassy hill.,mscoco,1444,0.2,1.0,756618
2074,A black and white cat in the woods looking at the camera.,mscoco,2904,0.1,1.0,606747
2075,Dog wearing large hat in room with bookshelves.,mscoco,3734,0.1,1.0,360958
2076,An orange tabby cat is curled on top of a black bag.,mscoco,5683,0.6,1.0,311830
2077,A woman sitting on a beach next to an umbrella.,mscoco,73,0.4,0.5,585521
2078,Giraffes are standing under a feeder in a zoo.   ,mscoco,1914,0.0,0.05263157894736842,585089
2079,A school bus which has been decorated for other use cruising down a country road.,mscoco,4795,0.4,0.25,581366
2080,A professional tennis player hitting a shot on a clay surface court,mscoco,5437,0.4,0.25,666771
2081,Roadway intersections in urban area near waterway with bridge.,mscoco,1111,0.0,0.007936507936507936,684144
2082,Motorcycle with American flag motif parked on a brick-paved lot.,mscoco,3175,0.1,1.0,202618
2083,A group of people in police uniforms riding motorcycles.,mscoco,4243,0.6,1.0,579219
2084,A woman in a dress and Mary Janes bends down towards a Frisbee in a fenced in yard.,mscoco,5798,0.1,1.0,367573
2085,Stop sign with graffiti on NE Failing St.,mscoco,1463,0.0,0.05555555555555555,66950
2086,A man is riding a bike across the street as three young men walk across.,mscoco,2745,0.1,1.0,455032
2087,Two cows in a grassy field with a water trough.,mscoco,4303,0.1,1.0,116350
2088,A young girl eating a piece of chocolate cake.,mscoco,2958,0.2,1.0,209172
2089,A very cool fighter style jet flying in the air.,mscoco,4186,0.9,1.0,434844
2090,A bus parked near a gate on a dirt road. ,mscoco,2524,0.1,0.2,599544
2091,a jet is flying in a gray sky with some clouds,mscoco,5228,0.9,1.0,542705
2092,A man prepares to launch a frisbee in a large field.,mscoco,2886,0.8,1.0,160651
2093,Person comes in smiling using skis in a competition.,mscoco,5220,0.0,0.017241379310344827,540489
2094,A person on a snowboard standing on a mountain top,mscoco,2535,0.6,1.0,126738
2095,Bench near water area such as a lake.,mscoco,4496,0.9,1.0,93046
2096,a young man rides a horse down a paved pedestrian area in a town,mscoco,1803,0.1,0.3333333333333333,591358
2097,A woman in a blue dress petting a small dog.,mscoco,2969,0.0,0.058823529411764705,625199
2098,Woman in glasses eating a piece of pizza.,mscoco,5536,0.4,1.0,724510
2099,A group of skiers stand at the bottom of a slope.,mscoco,2330,0.6,1.0,574884
2100,A small hotel room with a TV and a wooden desk.,mscoco,3531,0.2,1.0,137278
2101,A red fir hydrant in an empty dirt covered area with houses in the background.,mscoco,1320,0.0,0.000671591672263264,519481
2102,Male athlete ready for ball during outdoor tennis game.,mscoco,5449,0.3,0.3333333333333333,796819
2103,A red teddy bear sitting on a stool in a garden.,mscoco,4129,0.1,1.0,732659
2104,A skateboarder skates at a skate park designed for advanced users.,mscoco,4825,0.1,0.14285714285714285,762929
2105,The doorway shows a small bathroom with a toilet and sink. ,mscoco,4654,0.2,0.25,752619
2106,A fluffy white cat stands in front of the glass window.,mscoco,5188,0.2,1.0,522473
2107,Action shot of a skate boarder jumping at a skate park.,mscoco,2193,0.1,0.1,247593
2108,A baseball player holding a baseball bat during a game.,mscoco,3338,0.8,1.0,134150
2109,A man walks down a street next to a blue building,mscoco,4280,0.0,0.005714285714285714,61421
2110,A small bathroom is shown with a violet shower curtain.,mscoco,1552,0.1,0.5,353796
2111,Fuzzy cat sitting on the arms of couches in front of window.,mscoco,1487,0.0,0.07142857142857142,276891
2112,"a pizza with red onions, mushrooms and spinach on a plate",mscoco,5523,0.0,0.09090909090909091,38858
2113,Several people are walking and skiing at the top of a mountain.,mscoco,4873,0.5,1.0,425364
2114,The zebra is standing near four brown deer. ,mscoco,2949,0.5,1.0,794562
2115,A bathroom with two sinks and two urinals. ,mscoco,611,0.2,0.14285714285714285,510408
2116,A man standing in a room holding a drink and a game controller.,mscoco,1098,0.0,0.002336448598130841,190307
2117,A picture of a kitchen with orange decor. ,mscoco,3847,0.1,1.0,743166
2118,Some women in helmets are riding in kayaks.,mscoco,988,0.0,0.03571428571428571,463815
2119,A view of a pizza cooking in an oven.,mscoco,1388,0.6,1.0,592935
2120,a close up of a sandwich on a table ,mscoco,3530,0.2,0.2,815587
2121,some birds are standing by a body of water,mscoco,697,0.8,1.0,617070
2122,Several baskets of fresh broccoli at a produce market,mscoco,5199,0.7,1.0,786389
2123,A stop sign on the corner of Montview Blvd and Roslyn St.,mscoco,5276,0.0,0.015384615384615385,27312
2124,A city street has several stoplights and cars.,mscoco,1432,0.4,0.5,330206
2125,Young man eating a slice of pizza in a darkened restaurant and arcade.,mscoco,2742,0.1,1.0,360856
2126,A open white toilet in a small bathroom.,mscoco,5417,0.2,1.0,294426
2127,"A white bathroom with toilet, pedestal sink and bathtub and a window over the sink.",mscoco,4364,0.0,0.09090909090909091,481028
2128,a pastry next to a spoon on a dish  on a table,mscoco,5693,0.1,0.1,33250
2129,A crate of yellow and green bananas with a screen on top.,mscoco,1022,0.1,1.0,19282
2130,A group of people who are standing on snowboards at the top of a hill.,mscoco,5223,0.1,1.0,514718
2131,A bicycle is parked next to a long train.,mscoco,3935,0.6,1.0,378317
2132,A large military aircraft at low altitude flight.,mscoco,4558,0.0,0.030303030303030304,762421
2133,A cat laying on a desk with a book and laptop.,mscoco,2421,0.1,0.14285714285714285,811943
2134,Zebras standing near shaded areas inside a corralled habitat.,mscoco,2804,0.1,0.1111111111111111,58509
2135,a kitchen island with a double sink fridge and stove,mscoco,2978,0.1,0.2,511141
2136,Two women playing a match of doubles tennis,mscoco,2530,0.7,1.0,804068
2137,A boy is up to bat in a baseball game.,mscoco,5841,0.6,0.5,420634
2138,A close up of a pizza with cheese and mushrooms,mscoco,2081,0.2,1.0,455556
2139,A herd of cattle crossing a street while a man stands in the middle of the road.,mscoco,1742,0.2,1.0,469167
2140,Several people riding some horses in an enclosure. ,mscoco,3466,0.4,0.3333333333333333,193440
2141,Man sitting on a ski bike with another man looking on.,mscoco,4446,0.1,0.5,618010
2142,Skateboarders skate on a pedestrian pathway in a park.,mscoco,5014,0.1,0.2,556966
2143,A person cross country skiing on a sunny day.,mscoco,2805,0.1,0.25,286998
2144,"Meat, fried potatoes and vegetables on a plate",mscoco,3024,0.0,0.02631578947368421,515928
2145,A glass plate and vases that are on a table.,mscoco,3467,0.1,0.3333333333333333,610064
2146,A man flies a kite high above a beach. ,mscoco,188,0.4,1.0,362305
2147,A pair of scissors sitting on top of a piece of cloth.,mscoco,1484,0.1,1.0,720102
2148,The young baseball player wearing blue is swinging at a pitch.,mscoco,894,0.0,0.011111111111111112,683518
2149,A polar bear swimming in the water with a blue ball.,mscoco,2253,0.0,0.041666666666666664,145393
2150,"A small vessel propelled on water by oars, sails, or an engine.",drawbench,76,0.0,0.05,76
2151,Several people who are serving food in a kitchen.,mscoco,1516,0.3,0.5,571977
2152,A very gooey cheese and mushroom pizza sits on a plate.,mscoco,1377,0.2,0.25,352930
2153,Small black cat laying down on top of a concrete slab. ,mscoco,4940,0.2,1.0,413045
2154,A group of white toilets in a room.,mscoco,4411,0.5,1.0,421719
2155,A baseball game with a couple of baseball players.,mscoco,1146,0.3,0.5,178608
2156,a cat in a red shirt is wearing some glasses,mscoco,5299,0.1,1.0,800037
2157,A baby sheep is next to an adult sheep on the grass.,mscoco,750,1.0,1.0,470567
2158,A young man on a skate board in mid air over a rail.,mscoco,4577,0.3,1.0,294078
2159,"Plate of food with asparagus, a donut and sausage.",mscoco,2135,0.1,1.0,244945
2160,a green and white train at a station and train tracks,mscoco,3952,0.3,1.0,98096
2161,A photo of donuts frying in oil behind glass.,mscoco,4516,0.1,1.0,130100
2162,Two zebras and a giraffe stand near a tree in an open field.,mscoco,2474,0.0,0.03125,799563
2163,A red fire hydrant with a yellow top in the grass off of the street.,mscoco,4021,0.1,1.0,448812
2164,A black suitcase with pink writing in front of a door.,mscoco,4984,0.1,1.0,219419
2165,A woman in a red dress poses in front of a wall.,mscoco,1836,0.1,1.0,185772
2166,Two people pose for a picture while holding up their skis.,mscoco,3028,0.0,0.021739130434782608,13472
2167,Woman in demonstration pose with a microwave oven.,mscoco,4591,0.2,1.0,579099
2168,Three office workers wear neckties in their place of employment.,mscoco,5593,0.1,1.0,635052
2169,Black and white photograph of a man carrying a surfboard.,mscoco,3210,0.2,0.5,662019
2170,Adult cow with horns in a wooded area. ,mscoco,5147,0.0,0.08333333333333333,361657
2171,A person leans forward with ski sticks. ,mscoco,3752,0.1,0.5,425918
2172,A passenger train is parked while a person waits to board it.,mscoco,287,0.0,0.014925373134328358,703209
2173,A man poses for a picture with outstretched arms on a ski slope.,mscoco,3749,0.1,0.3333333333333333,381077
2174,A large building with a sign on top of it,mscoco,5100,0.2,0.25,407693
2175,An orange tabby cat perches near a computer monitor.,mscoco,4067,0.2,1.0,650145
2176,A large bus parked on the street in the shade ,mscoco,637,0.1,0.3333333333333333,523942
2177,A person holding a decorated banana with a sheet of paper. ,mscoco,5913,0.1,1.0,68161
2178,Two laptops are next to a monitor on a cluttered desk.,mscoco,757,0.1,0.1,184239
2179,A yellow train is parked at the station.,mscoco,504,0.7,1.0,6233
2180,A black and white dog is looking out of a window from inside a house.,mscoco,1214,0.4,0.3333333333333333,500224
